_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320624379,false,finalized,3,7/1/2019 18:40:36,Game,1.0,12778536,"Please leave comments!
","instructions included
",gobo-jump,https://scratch.mit.edu/projects/12778536,https://scratch.mit.edu/projects/12778536/embed,
2320624381,false,finalized,5,7/1/2019 19:29:35,Game,0.4006,12337976,"Creado: 
-Agostina Corradi
-Federico Da Cunda
 
Co-creado:
-Carolina Lastra.","Es un logo quiz muy fácil de usar, cada logo te preguntará cual es y simplemente debes responder. 
LAS RESPUESTAS PUEDEN SER EN MINÚSCULA O CON MAYÚSCULA Y SE TOMAN COMO CORRECTAS-
¡Suerte y espero disfruten del juego!",logo quiz {{agostina y fefo}},https://scratch.mit.edu/projects/12337976,https://scratch.mit.edu/projects/12337976/embed,
2320624382,false,finalized,5,7/18/2019 16:55:27,Other,0.4013,138934055,"Welcome to Mango's Jukebox! Here, I, (wolfepic77) hand pick some of the best music, and pile it up into one project! You can also suggest some music you would like to hear in the comments below! All music belongs to it's rightful owners. All art and coding mine. Mango mine. Background not mine.

SONG LIST:
No Money
Cup Song
Break The Rules
Ready, Aim, Fire
Love Me Like You Do
Shut Up And Dance With Me
Cheerleader
Brave
Classic
Photograph
Want To Want Me
Paper Planes
Such Fun
Aha
Can't Sleep Love
Panda Bear
Heathens
East Of Eden
Disarm You
Dear Theodosia
Chained To The Rhythm",,Mango's Jukebox.,https://scratch.mit.edu/projects/138934055,https://scratch.mit.edu/projects/138934055/embed,
2320624383,false,finalized,3,8/1/2019 15:09:03,Game,1.0,137863008,,,fish bol by freya,https://scratch.mit.edu/projects/137863008,https://scratch.mit.edu/projects/137863008/embed,
2320624384,false,finalized,3,6/28/2019 19:44:56,Game,1.0,159601149,,"Movement = Arrow Keys

Escape each sector without being spotted by the searchlights or detected by the sensors! Enjoy!

A level code is the title of the level (eg. ""01 Training Complex"")
Lag is a big problem supposedly because of this site update.",Under Cover of Night,https://scratch.mit.edu/projects/159601149,https://scratch.mit.edu/projects/159601149/embed,
2320624385,false,finalized,3,6/28/2019 19:51:36,Game,1.0,12768765,"Credit to scubajerry for the homing missile script and special thanks to him for helping me out. :)

Missiles sometimes hang/get stuck until a drone dies.","You are an elite fighter pilot in the middle of an intense battle against an invading swarm of aliens who aren&#39;t too smart. Show those aliens what you&#39;ve got!

- Click the &quot;start game&quot; to start.
- The ship follows your mouse.
- Hold left mouse button to shoot lasers and missiles.
- Get the highest score.

Waves will progressively grow based on time.",Space Blast V2,https://scratch.mit.edu/projects/12768765,https://scratch.mit.edu/projects/12768765/embed,
2320624388,false,finalized,5,7/1/2019 19:17:18,Slideshow,0.6001,142983934,all artwork by me,"takes a while to begin, please be patient
click the sprite to move through the text",create task,https://scratch.mit.edu/projects/142983934,https://scratch.mit.edu/projects/142983934/embed,
2320624390,false,finalized,3,7/1/2019 18:53:08,Animation,1.0,102822348,"READ INSTRUCTIONS
Credit to @PIZZAZ for sound","Ally is bad on the trumpet.
Please press the green flag twice to stop lag.",Ally is bad with instruments,https://scratch.mit.edu/projects/102822348,https://scratch.mit.edu/projects/102822348/embed,
2320624392,false,finalized,3,7/15/2019 20:32:03,Game,1.0,154918130,"Slightly edited version of hermman13.
Added fight back module.
Added Enemy Sprites.
Don't move soul in FIGHT mode.... And no attacking in fight!
Added Frog attack.
(Remember to let the other player fight, so probably 5 attacks a turn reccomended?)","Player 1 (Frisk): Use arrow keys to move. Dodge the things for as long as you can. If you see a blue line don't move while passing through it and you won't take damage. If it's orange it's the opposite of the blue, move and you won't take damage.

Player 2 (Enemy): Use Q W E A S D Z X and C to activate each individual attack. Q for the dots, W for the lines, E for the blue/orange line, A for the Circle, S for the upper sweeper, D for the lower sweeper, Z for the gaster blaster, X for the strange laser, and C for the turrets. Press F to end your turn, and Space to switch enemy sprites. Use r for Frog Hop attack.",Undertale Battle Simulator (2 Player Vs.) remix,https://scratch.mit.edu/projects/154918130,https://scratch.mit.edu/projects/154918130/embed,
2320624394,false,finalized,3,7/15/2019 20:21:50,Game,1.0,137498514," - All scripts, graphics, and audio are by me!
 - Please consider favoriting and loving this project, and following me if you enjoyed the game! :)

Check out my website: chillwaygames.weebly.com

-The Race of Confusion- BETA (v0.9.2)
COMING SOON!!!
","GO TO NEWEST VERSION: https://scratch.mit.edu/projects/139431883/

Green flag to start.
READ ALL OF THE INSTRUCTIONS BEFORE YOU PLAY 
_______________________
 - When you click play, you get 3 seconds to prepare. Get ready to start clicking fast. 
 - When the game starts, you have 30 seconds and 3 lives to click the correct color five times (which is displayed in the middle [pay attention to the text only]). 
 - If you chose the wrong color, you lose a life. 
 - If you succeed, you proceed to the next level (the lives reset to 3).          You continue this process, but, you have less time and the rewards are greater if you succeed. 
 - The game is over when you have no lives or, the timer runs out.      ",-The Race of Confusion- BETA (v0.9),https://scratch.mit.edu/projects/137498514,https://scratch.mit.edu/projects/137498514/embed,
2320624397,false,finalized,3,7/18/2019 16:48:54,Animation,1.0,11760982,,,Add_yourself_to_the_wallnut_run (MY ENTRY) remix,https://scratch.mit.edu/projects/11760982,https://scratch.mit.edu/projects/11760982/embed,
2320624398,false,finalized,3,7/18/2019 16:53:49,Animation,1.0,133664369,ajdgakjshcxljhsid,OMG!!!!,Mlg Much Sweg So Teletubbie,https://scratch.mit.edu/projects/133664369,https://scratch.mit.edu/projects/133664369/embed,
2320624401,false,finalized,3,7/1/2019 18:31:11,Animation,1.0,148396284,"Credit to Shadows_Of_Wolves and Rainpaw_The_WC for Orig meme and coding!

",,Don't Forget About Me MEME ,https://scratch.mit.edu/projects/148396284,https://scratch.mit.edu/projects/148396284/embed,
2320624403,false,finalized,3,6/26/2019 20:01:38,Game,1.0,288212504,,"press up to go up, press down to go down, press the left arrow to go left, press the right arrow to go right. ",history game--Emma,https://scratch.mit.edu/projects/288212504,https://scratch.mit.edu/projects/288212504/embed,
2320624409,false,finalized,3,7/18/2019 16:45:12,Game,1.0,12681874,no,"move mouse to move side to side to move gun
press space to shoot 
try to get as many points as you can",cals awesome game,https://scratch.mit.edu/projects/12681874,https://scratch.mit.edu/projects/12681874/embed,
2320624410,false,in progress,3,8/7/2019 19:25:41,Animation,0.6718,139037385,every1,r5,[SAMPLE TEXT],https://scratch.mit.edu/projects/139037385,https://scratch.mit.edu/projects/139037385/embed,
2320624414,false,finalized,5,7/2/2019 17:47:46,Game,0.7997,113988075,"@Karebear17

I changed quite a few things, including the color scheme, the title, the costumers, etc.
",,~·.·Amelia's Pie Shop·.·~ ,https://scratch.mit.edu/projects/113988075,https://scratch.mit.edu/projects/113988075/embed,
2320624417,false,finalized,3,7/10/2019 19:30:05,Game,1.0,102051266,,,Find the Apple,https://scratch.mit.edu/projects/102051266,https://scratch.mit.edu/projects/102051266/embed,
2320624420,false,finalized,3,7/2/2019 18:21:15,Game,1.0,12384105,Thanks to the Williams for showing  me about scratch and thanks to Mason for helping me with Jet Pack Man,Left and right arrow-keys to move up arrow flies up space-bar to hover and 0 too jump. Fly to the check mark but watch out for purple!,Jet Pack Man,https://scratch.mit.edu/projects/12384105,https://scratch.mit.edu/projects/12384105/embed,
2320624421,false,finalized,3,8/7/2019 19:29:27,Other,1.0,105782708,meh. just alot of fails and being sans by not really wanting to do crap.,just click da flag and answer his questions,Talk to Me!: Silver the Hedgehog,https://scratch.mit.edu/projects/105782708,https://scratch.mit.edu/projects/105782708/embed,
2320624424,false,finalized,3,7/1/2019 19:01:44,Animation,1.0,129009622,"Progress! :D

Ew, this is old. Like, REALLY old.

The very first project I ever made on @Vixenwolf42 , kind of old.

I don't hate art, I used to hate it bc I was bad at it. but now I like it","Flag it!
-----------------------------------------------------------------------------------
Thank you for clicking to see this! Its my first animation so plz no hate! I worked so hard on this... I spent, like, 2 hours on this...
-----------------------------------------------------------------------------------
Enjoy!
-----------------------------------------------------------------------------------
also not 100% done so yeah...
-----------------------------------------------------------------------------------
Enjoy! (again XP)
",Im not a robot amv,https://scratch.mit.edu/projects/129009622,https://scratch.mit.edu/projects/129009622/embed,
2320624426,false,finalized,5,7/18/2019 16:27:06,Animation,0.7984,12192931,,,Hyper Sonic Generations Sprite,https://scratch.mit.edu/projects/12192931,https://scratch.mit.edu/projects/12192931/embed,
2320624429,false,finalized,3,6/18/2019 14:00:56,Game,1.0,202467726,,"This is my recreation of the popular game mope.io. This is the sandbox version. 



GUYS MAKE SURE TO HIT THAT HEART BUTTON AND LEAVE A COMMENT DOWN BELOW 

 ======= Change Log
✯ 27 Dec 2016 ♒ Single player version released, beginning work on multiplayer version...
✯ 26 Dec 2016 ♒ XP Meter goes by total xp ratio, not by restarting xp points.
✯ 26 Dec 2016 ♒ XP needed for animals has been lowered, once again, for easier access to higher animals.
✯ 26 Dec 2016 ♒ Fixed glitch where certain objects show in front of the map.
✯ 23 Dec 2016 ♒ Fixed glitch where crocs+ when going under water spots, appear on top.
✯ 22 Dec 2016 ♒ You can now squeeze through small openings after dashing forward.
✯ 22 Dec 2016 ♒ Changed order of animals. Mole is now before fox and cheetah before lion.
✯ 21 Dec 2016 ♒ Underwater bubbles and underground textures now fall underneath trees and items on the map.
✯ 16 Dec 2016 ♒ Fixed mole glitches!
✯ 15 Dec 2016 ♒ Berry bushes are now smaller and berries will now spawn more like the real game.
✯ 15 Dec 2016 ♒ Lowered the mushroom bush hit distance, once again.
✯ 15 Dec 2016 ♒ Changed the location of some stones that spawned in strange places.
✯ 14 Dec 2016 ♒ ""XP to Next Animal"" X Location fits to new lowered xp for upgrades.
✯ 12 Dec 2016 ♒ Foods' XP given now holds true to the original game and, also, XP needed for animals has been lowered for easier access to the higher animals.
✯ 12 Dec 2016 ♒ Fixed bear hill glitch and changed colors of objects to fit the style of the original game.
✯ 12 Dec 2016 ♒ Order of animals changed: Mole now comes before deer.
✯ 11 Dec 2016 ♒ Added dragon!!!
✯ 10 Dec 2016 ♒ Added rhino and hippo! Also, adjusted mushroom bush hit physics to not move so far away after being hit.
✯ 10 Dec 2016 ♒ Added crocodile and adjusted animal speeds.
✯ 9 Dec 2016 ♒ Finally fixed glitch that still allowed you to get stuck in a hill despite previous attempts at fixing the glitch.
✯ 9 Dec 2016 ♒ Bears can now climb through hills!
✯ 9 Dec 2016 ♒ Fixed glitches relating to extra large sized outlines on higher animals.
✯ 9 Dec 2016 ♒ Mushroom bush update! Mushroom bushes have been completely remodeled. Bugs fixed, smoother engine, more true to the original game. They're much more fun to eat now!
✯ 8 Dec 2016 ♒ Mushrooms/lillypads now move if you touch them when below the needed animal to eat them.
✯ 8 Dec 2016 ♒ It is now possible to die of thirst!
✯ 7 Dec 2016 ♒ XP Points Meter is now much smoother. It slides as you gain XP. Looks better.
✯ 7 Dec 2016 ♒ Fixed glitch that made you get stuck in a hill after coming out of a hole toward a hill.
✯ 3 Dec 2016 ♒ Fixed glitch that made the game lag a bit moments after clicking the green flag. + mini map details finished!
✯ 2 Dec 2016 ♒ 50% done with mini map details (in top right corner of screen...)
✯ 2 Dec 2016 ♒ Changed speed of mole underground so that it moves at a constant speed even in mud.
✯ 2 Dec 2016 ♒ Added ""Air"" bar while underground as a mole. Also, moles can no longer jump forward while underground.
✯ 2 Dec 2016 ♒ Added ""Air"" bar while underwater. (Limits the time you can stay underwater.)
✯ 2 Dec 2016 ♒ Added smooth animation to berries/water drops when eaten.
✯ 1 Dec 2016 ♒ Fixed glitch where you could eat mushrooms/berries while underwater or underground.
✯ 1 Dec 2016 ♒ Moles can now dig underground! Hold W or SPACE while in a hole to dig underground around the map. Moles can no longer swim underwater.

-

Previous updates here: https://scratch.mit.edu/projects/135673470/
",MOPE.IO,https://scratch.mit.edu/projects/202467726,https://scratch.mit.edu/projects/202467726/embed,
2320624433,false,in progress,4,8/1/2019 15:27:42,Animation,0.5032,125301797,also accident,No longer interactive ;(((,screensaver remix,https://scratch.mit.edu/projects/125301797,https://scratch.mit.edu/projects/125301797/embed,
2320624434,false,finalized,3,7/18/2019 16:43:26,Other,1.0,12966029,This project uses no cloud data it uses the current minute and second to sync,"Sometimes it will take some time for the songs to play, that is because it needs to Sync",Scratch Live Radio,https://scratch.mit.edu/projects/12966029,https://scratch.mit.edu/projects/12966029/embed,
2320624437,false,finalized,3,7/1/2019 18:55:19,Game,1.0,12526335,"Not Finished. Only a few levels so far, but can you beat them?  All levels are possible.
Sorry, it lags a lot sometimes.","Use the keys A, D, and the space bar to control Banana Man ",Banana Man Meets Gravity,https://scratch.mit.edu/projects/12526335,https://scratch.mit.edu/projects/12526335/embed,
2320624438,false,finalized,3,7/1/2019 18:34:38,Other,1.0,12533246,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  The Songs are : Jingle bells, Brother john and Scarborough fair. ",Each sprite has a song. Click on it to hear it. Also the sprites dance.,Music box,https://scratch.mit.edu/projects/12533246,https://scratch.mit.edu/projects/12533246/embed,
2320624439,false,finalized,5,7/11/2019 19:51:00,Other,0.8013,12929599,My first project.,press space then a. press up and down to move spiderman.,SPIDER MAN!,https://scratch.mit.edu/projects/12929599,https://scratch.mit.edu/projects/12929599/embed,
2320624441,false,finalized,3,7/18/2019 16:44:57,Other,1.0,223493866,,"dont check out im serious its lame and and a troll this was a long time ago and my younger brother made this
",fortnite online,https://scratch.mit.edu/projects/223493866,https://scratch.mit.edu/projects/223493866/embed,
2320624442,false,finalized,5,7/1/2019 18:31:21,Other,0.5975,12964728,Credits to Paki-Tak,"Just hit play
Comment what you want me to make next!!



























Lol you scrolled.",What Does The Fox Say?,https://scratch.mit.edu/projects/12964728,https://scratch.mit.edu/projects/12964728/embed,
2320624446,false,finalized,3,6/28/2019 19:17:18,Game,1.0,154528669,,"Dein Wurm folgt dem Mauszeiger
klicken um zu sprinten",Slither.io,https://scratch.mit.edu/projects/154528669,https://scratch.mit.edu/projects/154528669/embed,
2320624448,false,finalized,3,7/25/2019 21:25:58,Game,1.0,12476221,,"last as long as you can while shooting aliens but do now touch the aliens or else you die
arrow keys to move
you automatically shoot
",space shooter,https://scratch.mit.edu/projects/12476221,https://scratch.mit.edu/projects/12476221/embed,
2320624452,false,finalized,3,7/2/2019 20:32:32,Animation,1.0,12920043,"idea,  artemisfowl12
programming, artemisfowl12
kfjikdhf, artemisfowl12","scratchcat is in the desert. what will confront him this time?

",scratchcat fails ep. 9,https://scratch.mit.edu/projects/12920043,https://scratch.mit.edu/projects/12920043/embed,
2320624460,false,in progress,1,"",Game,1.0,12352337,For 45680.,,Soccer,https://scratch.mit.edu/projects/12352337,https://scratch.mit.edu/projects/12352337/embed,
2320624462,false,finalized,5,7/1/2019 18:19:19,Animation,0.804,211106699,,"Add yourself running in the 90s!
Rules:
Do not change or add more music.
Do not edit my scripts.
Do not remove my sprites.
Have fun!

",Add Yourself Running In The 90s!,https://scratch.mit.edu/projects/211106699,https://scratch.mit.edu/projects/211106699/embed,
2320624465,false,finalized,5,7/25/2019 21:19:58,Other,0.6014,100874220,"thanks for the veiws
","Some nice hacking by me






















































Just to say this is a prank trololol",hack a pasword,https://scratch.mit.edu/projects/100874220,https://scratch.mit.edu/projects/100874220/embed,
2320624466,false,finalized,5,7/1/2019 18:48:51,Game,0.7973,12934471,"This is a remix of Dress Up Tera...
",Just drag and place the costumes on Meowza the cat... have fun!,Dress up Meowza (Remix),https://scratch.mit.edu/projects/12934471,https://scratch.mit.edu/projects/12934471/embed,
2320624468,false,finalized,5,7/1/2019 19:18:52,Animation,0.6037,12475051,,,Boom!!!,https://scratch.mit.edu/projects/12475051,https://scratch.mit.edu/projects/12475051/embed,
2320624469,false,finalized,3,7/1/2019 18:28:36,Other,1.0,115204927,STOOVRS made the thing I remixed and epninja made the very original.,"Now with 30% more memes! Not only that, the two unused backgrounds (Grand Dad; Marge dancing with Waluigi) have been programmed to appear as well! (Any of the three backgrounds will appear randomly upon the game being started.)

UPDATE 9/24/16: A few minor updates. Now contains 35% more memes, as far as I'm concerned.",Meme Boy Advance SP,https://scratch.mit.edu/projects/115204927,https://scratch.mit.edu/projects/115204927/embed,
2320624470,false,finalized,3,7/2/2019 20:35:56,Game,1.0,12183800,,,snowman shooter,https://scratch.mit.edu/projects/12183800,https://scratch.mit.edu/projects/12183800/embed,
2320624473,false,finalized,3,7/11/2019 20:44:21,Animation,1.0,173943249,,,shadow is grounded,https://scratch.mit.edu/projects/173943249,https://scratch.mit.edu/projects/173943249/embed,
2320624474,false,finalized,3,7/1/2019 18:26:40,Other,1.0,137792168,thanks to artisc for their great songs,plz love and share .  clike spacebar to stop song and pick  new song.,music-king 320,https://scratch.mit.edu/projects/137792168,https://scratch.mit.edu/projects/137792168/embed,
2320624476,false,finalized,3,7/18/2019 16:55:45,Other,1.0,12530029,LOLNone,REMADE!,2004 Kaboom Entertainment Website Remade LOL!,https://scratch.mit.edu/projects/12530029,https://scratch.mit.edu/projects/12530029/embed,
2320624479,false,finalized,5,6/24/2019 13:46:38,Other,0.5987,12832830,,,Crazy Day,https://scratch.mit.edu/projects/12832830,https://scratch.mit.edu/projects/12832830/embed,
2320624482,false,finalized,3,7/18/2019 16:45:12,Other,1.0,12896394,,,Simulacion de Algoritmos,https://scratch.mit.edu/projects/12896394,https://scratch.mit.edu/projects/12896394/embed,
2320624483,false,finalized,5,7/1/2019 18:12:44,Other,0.4027,151482543,"
SUCKKKKKKKKKKKKKKS","THIS SUCKS
YOU SUCKS
ALL SUCKS
ALLLLLLLLLLLLLLLLLLLLLLL  SUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCCCCCCCCCCCCCCCCCCCCCCCCKKKKKKKKKKKKKKKKKKKKKKKKSSSSSSSSSSSSSSSSSSSSSSSSSSSSS",Chica's Magik Fail,https://scratch.mit.edu/projects/151482543,https://scratch.mit.edu/projects/151482543/embed,
2320624484,false,finalized,3,7/1/2019 20:28:13,Game,1.0,109949893,Epic game!,click up arrow to jump.,Geometry Dash Alpha v1.8,https://scratch.mit.edu/projects/109949893,https://scratch.mit.edu/projects/109949893/embed,
2320624485,false,finalized,3,7/2/2019 20:34:26,Animation,1.0,12755127,Please don&#39;t remix,WHEN I SEE THE BRONNY GUYS WRONG RED! TURN THE VOLUME DOWN!!!!!!!!,Klasky Csupo Robot Logo Aka. Gigyas,https://scratch.mit.edu/projects/12755127,https://scratch.mit.edu/projects/12755127/embed,
2320624490,false,finalized,5,7/1/2019 21:37:56,Other,0.5975,123493868,,"spam the numbers 
",:(*DAT SWAG*): Make your own dance!,https://scratch.mit.edu/projects/123493868,https://scratch.mit.edu/projects/123493868/embed,
2320624498,false,finalized,3,7/2/2019 19:45:57,Animation,1.0,147167467,Credit to me for all art. And to whoever made that theme.......,This is a project my sibling wanted to make so i made hope you like also tell me on my profile on what you guys want me to make i'm losing ideas. plzzz help me !!!!!!!!!!!!,Nyan cat theme with potato man dancing,https://scratch.mit.edu/projects/147167467,https://scratch.mit.edu/projects/147167467/embed,
2320624504,false,finalized,3,6/21/2019 20:16:27,Game,1.0,128445482,"this is a very short platformer only taking about FIVE minutes at the most some times it can even only take one minute just depending.
So hope you enjoy :p","How To play 

Up key = jump
Right key = walk to the right
left key = walk to the left",super cat jump,https://scratch.mit.edu/projects/128445482,https://scratch.mit.edu/projects/128445482/embed,
2320624509,false,finalized,3,7/18/2019 16:45:04,Animation,1.0,173959945,,"BFDIA 2 IDFB 9 And BFDIJA 7 Are Get Diggings
Talking:
Leafy:AAAAAAAAAAAAAAAAAAAAHHHHHHHHHH!!!!!!!
Book:Stop Yelling And Run!!!
Bubble:Scary!!!
Woody:I'm So Scared!!!!!!!!!!!!
Oxy:He Is Chasing Us!!!
Flower:I'm Gonna Crash The ELRC
Others:Good Idea!
Flower:*Throws ELRC To The Lava*
Bubble:*Cracks Evil Leafy*

Characters:
YF,
Woody,
Oxy,
Match,
Leafy,
Flower,
Bubble,
Book,",IDFB 9:Get Digging 2 Evil Characters Chase Scene,https://scratch.mit.edu/projects/173959945,https://scratch.mit.edu/projects/173959945/embed,
2320624517,false,finalized,3,7/2/2019 20:40:35,Game,1.0,111846474,"WELCOME TO TRAPPED 4 - THE LAST OF THE TRAPPED SERIES!

INSTRUCTIONS:
USE THE ARROW KEYS TO MOVE! DON'T TOUCH RED! YELLOW IS BOUNCY! THE BUTTON IN THE TOP RIGHT CORNER IS TO RESTART THE LEVEL! 

To make the game less 'laggy' press CMD+M on Mac or CTRL+M on Windows...

Song- FOALS - Mountain At My Gates

YouTube- https://www.youtube.com/watch?v=l_EIE5f2t6M

iTunes- https://itunes.apple.com/gb/album/mountain-at-my-gates/id1003530936?i=1003530938

Spotify- https://play.spotify.com/album/7jOQvV1SNhYhWj5yiyW88V?play=true&utm_source=open.spotify.com&utm_medium=open",,TRAPPED 4!,https://scratch.mit.edu/projects/111846474,https://scratch.mit.edu/projects/111846474/embed,
2320624518,false,finalized,5,7/11/2019 20:18:12,Other,0.5993,108043999,"i lllooovvveee Ariana i don't care about typos!!!!  don""t coment bad",press the green flag then small black circle to get the answer click mucic button to stop all sounds.,Ariana Grande,https://scratch.mit.edu/projects/108043999,https://scratch.mit.edu/projects/108043999/embed,
2320624521,false,finalized,3,7/1/2019 18:44:08,Game,1.0,205626070,,,Geometry Dash  LITE,https://scratch.mit.edu/projects/205626070,https://scratch.mit.edu/projects/205626070/embed,
2320624522,false,finalized,4,7/18/2019 16:48:57,Game,1.0,110329709,Programmer: Sophie C.,"Objective: Pop all bubbles in each level. 
Instructions: Use the spacebar to fire the laser.
	        Use the mouse to aim.
Special things to keep in mind: If you let more than 10 bubbles pass through the track you will die.
",Bubble Defense Showdown!,https://scratch.mit.edu/projects/110329709,https://scratch.mit.edu/projects/110329709/embed,
2320624523,false,finalized,5,7/1/2019 18:38:54,Game,0.4011,110330780,a lot,"clique e a roleta girar��! (obs: fiz um mini joguinho nada a ver com o jogo original, quando voc�� apertar a bandeira verde e apertar 1 vai aparecer 500 pontos e quando voc�� girar a roleta perder�� 100, mas ganhar�� o que cair na roleta)",roleta do wheel of fortune slots remix,https://scratch.mit.edu/projects/110330780,https://scratch.mit.edu/projects/110330780/embed,
2320624524,false,finalized,5,7/11/2019 19:49:20,Other,0.601,102853832,"thanks seanski2
I added Trump.
You cant see the ILUMINATI....
But he's the illuminati, and that's a fact.
Like my game? Please support it ","Hyper+Super=That darn wasp!
Mario+Heal=The hits keep coming!
Shark+Computer=Shark the computer nerd.
Shark+Cat=Of land and sea !
Bill+Hyper= Bill the wasp and other stuff....
Mario+Kirby+Falcon punch=Super Smash Bros ULTIMATE
Super+All=Test subjects....
Kidney fail+Heal= The worst hospital ever!!!
Bill+Shoop= Bill's mind control.
Fire+Falcon punch=Punch o' fire!
Fire+Fire+Fire+Fire+Fire= Fire hiccups....
Orange+Punch=Squash the silver
Bill+ILUMINATI=Father and son!
Trump+Orange=What he is.
All+All+All+All+All=When will it ever end?!?!!
Car+Car+Car+Car+Car+Car+Car=Why he bully you?",Beat up Silver(READ DESCRIPTION.) remix remix,https://scratch.mit.edu/projects/102853832,https://scratch.mit.edu/projects/102853832/embed,
2320624528,false,finalized,5,8/1/2019 15:13:22,Animation,0.7986,127717254,,"click flag twice to play on time


100  FAVES and 106 lOVES??? THANK CHU GUYZ~!! (>w<)",up dog,https://scratch.mit.edu/projects/127717254,https://scratch.mit.edu/projects/127717254/embed,
2320624529,false,finalized,3,7/18/2019 16:48:58,Animation,1.0,12961124,,,Add yourself running away from Scratch Cat remix,https://scratch.mit.edu/projects/12961124,https://scratch.mit.edu/projects/12961124/embed,
2320624531,false,finalized,3,7/17/2019 15:45:41,Game,1.0,187068246,,3 star,Turf War,https://scratch.mit.edu/projects/187068246,https://scratch.mit.edu/projects/187068246/embed,
2320624532,false,finalized,3,7/1/2019 18:22:10,Game,1.0,12869183,Juego creado por Guadalupe Larrosa y Javier Acosta de 1ero 1 liceo 39,,naves y marcianitos,https://scratch.mit.edu/projects/12869183,https://scratch.mit.edu/projects/12869183/embed,
2320624538,false,finalized,3,7/18/2019 16:35:54,Game,1.0,104446374,"Credits:

A long time ago in a galaxy far far away....
XXCodianXX made a project for
racing with his friend Benjamin
(no account)..... He used the
useful scratch scripts to create it,
and the mighty scratch sprite libraries.....","Red Car Controls: D - forward (tap as fast as you can)
Green Car Controls: Right Arrow - forward (tap as fast as you can)

Cheat: K -  Green car sonic
Cheat: Q -  Red car sonic

(cheats won't be counted as a high score)",RaceCars 1,https://scratch.mit.edu/projects/104446374,https://scratch.mit.edu/projects/104446374/embed,
2320624541,false,finalized,3,8/1/2019 15:18:04,Game,1.0,139525664,"Thx Scratch for making this possible and inspiration comes from ""Black Beetles"" song ;))))))))))))))))))))))",Goal- Make the beetle follow the path to try and touch the green beetle food. BE CAREFUL!! do not touch the red as it is beetle poison. There are five mazes to pass through. Have inception fun! (game repeats),BlackBeetles Maze Game,https://scratch.mit.edu/projects/139525664,https://scratch.mit.edu/projects/139525664/embed,
2320624542,false,finalized,3,7/25/2019 15:16:13,Animation,1.0,113882606,"Credit to @ultimatebaboon for audio/inspiration, credit to @-KingScratch- for outro code, and credit to @XenoTV for being in this!
","Click the green flag twice!
First project on this account :)",Follow For Follow (Ft. XenoTV),https://scratch.mit.edu/projects/113882606,https://scratch.mit.edu/projects/113882606/embed,
2320624543,false,finalized,3,6/26/2019 23:27:55,Other,1.0,12528151,,,,https://scratch.mit.edu/projects/12528151,https://scratch.mit.edu/projects/12528151/embed,
2320624545,false,finalized,3,7/11/2019 19:53:10,Other,1.0,91724853,"///ScratchCatforLife\\\
__________________","Double Press the Flag
READ THE  NOTES AND CREDITS ESPECIALLY THE BOTTOM
The Password is Version 2


Comment about your thoughts

Click the desktop to hide the start menu :)
",Windows Whistler 2,https://scratch.mit.edu/projects/91724853,https://scratch.mit.edu/projects/91724853/embed,
2320624546,false,finalized,3,7/17/2019 15:55:02,Game,1.0,108186585,thx sir will,"You got a first class ticket for the R.M.S. Titanic! But soon after the departure, the ship strikes an iceberg and starts sinking fast! You need to fight for your life in this epic adventure! 
--=INSTRUCTIONS=--
Left and Right arrow keys to move
Try to get on the lifeboat before the ship goes under!
DON'T DROWN!",Survive the Titanic  remix,https://scratch.mit.edu/projects/108186585,https://scratch.mit.edu/projects/108186585/embed,
2320624547,false,finalized,3,6/28/2019 19:58:47,Game,1.0,129784751,"THE TURKEYS STRIKES BACK!!!

the turkeys decided they did not want to be fattened up and slaughtered anymore, so they built a time machine out of pitchforks, hay, and corn. they traveled to the future and brought back a turret. but after they all loaded themselves into the turret, they realized that the gun powder would instantly cook them when they got shot out, but they didn't care! they killed all the pilgrims but one, you. ","press space to start/reset. try not to get hit by turkeys, they will kill you

p.s. DO NOT HIDE IN THE CORNER!!!

p.s. if it does not work, double tap space

p.s. i also recommend full screen",the turkeys strike back!!!,https://scratch.mit.edu/projects/129784751,https://scratch.mit.edu/projects/129784751/embed,
2320624548,false,finalized,3,7/2/2019 20:29:15,Game,1.0,114212216,"This a fun flying game that you might enjoy!
100 loves and I'll add more cool features!!!
Doin' great with over 2000 views!
Remix if u like! This is my most successful project for being so simple!
To see the full score board, click  | cloud data | (below)
Best Score shown in game","Move the mouse to move your plane. Collect coins, refuel, watch out for big hills, and dodge crows, while landing safely. You lose if you crash land, damage your plane, or have a score below 0!

NEW VERSION: 3D FLYER! (Not the remix)

https://scratch.mit.edu/projects/224254630/",2D Flyer,https://scratch.mit.edu/projects/114212216,https://scratch.mit.edu/projects/114212216/embed,
2320624549,false,finalized,5,7/10/2019 19:11:14,Other,0.8001,278718610,PEE THANOS,PEE THANOS,PEE THANOS,https://scratch.mit.edu/projects/278718610,https://scratch.mit.edu/projects/278718610/embed,
